GEOID,county_name,state_name,year,median_home_value_with_mortgage,median_home_value_without_mortgage,pct_homeownership_black
51033,"Caroline County, Virginia",Virginia,2023,304000,232100,78
48319,"Mason County, Texas",Texas,2023,278100,270200,0
38015,"Burleigh County, North Dakota",North Dakota,2023,336800,287100,22
53017,"Douglas County, Washington",Washington,2023,442600,318400,85.5
02130,"Ketchikan Gateway Borough, Alaska",Alaska,2023,406300,338100,25.3
02020,"Anchorage Municipality, Alaska",Alaska,2023,378200,368400,42.9
41071,"Yamhill County, Oregon",Oregon,2023,459200,380100,23.3
06057,"Nevada County, California",California,2023,629100,558700,49.6
15009,"Maui County, Hawaii",Hawaii,2023,868500,835800,65
48385,"Real County, Texas",Texas,2023,422400,0,0
51580,"Covington city, Virginia",Virginia,2023,89900,54000,56.7
20049,"Elk County, Kansas",Kansas,2023,84500,55800,0
22021,"Caldwell Parish, Louisiana",Louisiana,2023,184500,58200,53
48151,"Fisher County, Texas",Texas,2023,118600,69800,67.1
17153,"Pulaski County, Illinois",Illinois,2023,93100,70900,55.9
01119,"Sumter County, Alabama",Alabama,2023,95800,79300,69.3
38001,"Adams County, North Dakota",North Dakota,2023,161000,87000,0
54099,"Wayne County, West Virginia",West Virginia,2023,172500,97800,11.1
18021,"Clay County, Indiana",Indiana,2023,147600,98300,0
20013,"Brown County, Kansas",Kansas,2023,138200,100000,46.4
28057,"Itawamba County, Mississippi",Mississippi,2023,145000,105400,69.3
17029,"Coles County, Illinois",Illinois,2023,133100,108700,13.4
39145,"Scioto County, Ohio",Ohio,2023,159600,109300,43.9
22039,"Evangeline Parish, Louisiana",Louisiana,2023,134500,110900,36.3
29207,"Stoddard County, Missouri",Missouri,2023,155800,112000,40.4
36057,"Montgomery County, New York",New York,2023,162900,118500,17.3
40011,"Blaine County, Oklahoma",Oklahoma,2023,148800,118700,97.3
35005,"Chaves County, New Mexico",New Mexico,2023,169500,121700,45.8
39141,"Ross County, Ohio",Ohio,2023,171500,131700,30.3
39071,"Highland County, Ohio",Ohio,2023,165600,136900,54.9
19033,"Cerro Gordo County, Iowa",Iowa,2023,161800,144200,25.6
47111,"Macon County, Tennessee",Tennessee,2023,234600,167200,0
47113,"Madison County, Tennessee",Tennessee,2023,199100,167700,37.9
45083,"Spartanburg County, South Carolina",South Carolina,2023,231400,179400,48.1
37173,"Swain County, North Carolina",North Carolina,2023,237700,184900,94.2
37199,"Yancey County, North Carolina",North Carolina,2023,245400,195300,90.1
55079,"Milwaukee County, Wisconsin",Wisconsin,2023,223100,203000,27.4
39061,"Hamilton County, Ohio",Ohio,2023,233800,206300,33.6
56007,"Carbon County, Wyoming",Wyoming,2023,221600,207400,0
06027,"Inyo County, California",California,2023,443700,215600,87.2
51570,"Colonial Heights city, Virginia",Virginia,2023,235400,225600,23.4
36041,"Hamilton County, New York",New York,2023,231000,248100,0
42045,"Delaware County, Pennsylvania",Pennsylvania,2023,317200,282400,49.1
16037,"Custer County, Idaho",Idaho,2023,308600,287300,0
27003,"Anoka County, Minnesota",Minnesota,2023,333700,305200,42.6
16015,"Boise County, Idaho",Idaho,2023,447600,402900,0
41027,"Hood River County, Oregon",Oregon,2023,614400,504100,68.1
46121,"Todd County, South Dakota",South Dakota,2023,75300,39500,0
21013,"Bell County, Kentucky",Kentucky,2023,141400,69300,28.4
28069,"Kemper County, Mississippi",Mississippi,2023,97600,80300,73.7
13175,"Laurens County, Georgia",Georgia,2023,198900,104100,45
22043,"Grant Parish, Louisiana",Louisiana,2023,178600,106700,65.7
51167,"Russell County, Virginia",Virginia,2023,149600,107500,85.3
36101,"Steuben County, New York",New York,2023,149600,111000,33.9
21207,"Russell County, Kentucky",Kentucky,2023,177800,115900,91.9
42065,"Jefferson County, Pennsylvania",Pennsylvania,2023,136100,120400,37.1
29153,"Ozark County, Missouri",Missouri,2023,175500,126200,0
12121,"Suwannee County, Florida",Florida,2023,194500,136800,54.3
29199,"Scotland County, Missouri",Missouri,2023,144000,138400,0
17189,"Washington County, Illinois",Illinois,2023,157100,139900,81.2
19085,"Harrison County, Iowa",Iowa,2023,175000,141300,0
21173,"Montgomery County, Kentucky",Kentucky,2023,177300,143000,18.9
51031,"Campbell County, Virginia",Virginia,2023,220300,160000,67.8
36095,"Schoharie County, New York",New York,2023,191700,167600,64.7
37159,"Rowan County, North Carolina",North Carolina,2023,237500,171300,47
48287,"Lee County, Texas",Texas,2023,287600,180900,43.1
28045,"Hancock County, Mississippi",Mississippi,2023,220400,181800,42.3
41025,"Harney County, Oregon",Oregon,2023,191900,187800,0
45043,"Georgetown County, South Carolina",South Carolina,2023,299000,203700,74.5
27061,"Itasca County, Minnesota",Minnesota,2023,214600,207900,41
30065,"Musselshell County, Montana",Montana,2023,224800,215400,0
41001,"Baker County, Oregon",Oregon,2023,248100,246700,91
12001,"Alachua County, Florida",Florida,2023,280600,248700,38.7
08087,"Morgan County, Colorado",Colorado,2023,320400,276400,7
50001,"Addison County, Vermont",Vermont,2023,343000,315900,20
36071,"Orange County, New York",New York,2023,373600,334000,53.1
51145,"Powhatan County, Virginia",Virginia,2023,378000,391800,87.7
08031,"Denver County, Colorado",Colorado,2023,591000,573700,36.5
48107,"Crosby County, Texas",Texas,2023,98400,61400,23
13141,"Hancock County, Georgia",Georgia,2023,,81400,69.8
48219,"Hockley County, Texas",Texas,2023,163200,81700,53
13049,"Charlton County, Georgia",Georgia,2023,164800,92000,64.3
17017,"Cass County, Illinois",Illinois,2023,97500,92500,64.7
05127,"Scott County, Arkansas",Arkansas,2023,113400,108600,0
29041,"Chariton County, Missouri",Missouri,2023,133900,111500,46.8
45023,"Chester County, South Carolina",South Carolina,2023,173100,111500,66.7
48297,"Live Oak County, Texas",Texas,2023,196800,113700,0
21137,"Lincoln County, Kentucky",Kentucky,2023,149900,120400,59.5
37193,"Wilkes County, North Carolina",North Carolina,2023,189600,134300,55.9
31157,"Scotts Bluff County, Nebraska",Nebraska,2023,178800,144600,0
13275,"Thomas County, Georgia",Georgia,2023,208600,145700,38.9
26151,"Sanilac County, Michigan",Michigan,2023,174000,149000,81.7
48417,"Shackelford County, Texas",Texas,2023,212800,157900,100
29055,"Crawford County, Missouri",Missouri,2023,168500,164400,36.2
29027,"Callaway County, Missouri",Missouri,2023,199600,186300,42
26009,"Antrim County, Michigan",Michigan,2023,232500,208100,0
04015,"Mohave County, Arizona",Arizona,2023,291800,210200,46
42103,"Pike County, Pennsylvania",Pennsylvania,2023,255100,239500,91.4
48257,"Kaufman County, Texas",Texas,2023,313500,247500,64.9
53047,"Okanogan County, Washington",Washington,2023,326200,249100,53.8
13227,"Pickens County, Georgia",Georgia,2023,308900,260900,77.9
06033,"Lake County, California",California,2023,353100,268900,31.9
12081,"Manatee County, Florida",Florida,2023,396600,303300,44.8
12011,"Broward County, Florida",Florida,2023,414700,316600,51.3
36021,"Columbia County, New York",New York,2023,302900,318100,41.6
08079,"Mineral County, Colorado",Colorado,2023,441200,366700,0
48197,"Hardeman County, Texas",Texas,2023,84800,71800,41.8
22081,"Red River Parish, Louisiana",Louisiana,2023,132400,73200,64.4
48247,"Jim Hogg County, Texas",Texas,2023,222200,73200,0
21127,"Lawrence County, Kentucky",Kentucky,2023,123500,79100,0
46073,"Jerauld County, South Dakota",South Dakota,2023,184000,86000,0
17185,"Wabash County, Illinois",Illinois,2023,124000,86400,0
28001,"Adams County, Mississippi",Mississippi,2023,143300,93900,54.7
48315,"Marion County, Texas",Texas,2023,157200,96300,69.7
40149,"Washita County, Oklahoma",Oklahoma,2023,122600,104700,7.5
21083,"Graves County, Kentucky",Kentucky,2023,160300,115400,42.6
40095,"Marshall County, Oklahoma",Oklahoma,2023,170200,116800,79.6
39155,"Trumbull County, Ohio",Ohio,2023,137000,118800,39.9
19051,"Davis County, Iowa",Iowa,2023,164900,121800,0
46085,"Lyman County, South Dakota",South Dakota,2023,201500,134900,0
29067,"Douglas County, Missouri",Missouri,2023,175700,152900,99.1
26127,"Oceana County, Michigan",Michigan,2023,175600,158300,0
48027,"Bell County, Texas",Texas,2023,235500,187400,43.1
17007,"Boone County, Illinois",Illinois,2023,205100,191400,55.4
29225,"Webster County, Missouri",Missouri,2023,233900,195000,95.7
37139,"Pasquotank County, North Carolina",North Carolina,2023,233800,197500,46
13129,"Gordon County, Georgia",Georgia,2023,209400,200000,54
27095,"Mille Lacs County, Minnesota",Minnesota,2023,248100,211300,0
29051,"Cole County, Missouri",Missouri,2023,215200,213300,35.3
23001,"Androscoggin County, Maine",Maine,2023,240400,214300,18.6
04021,"Pinal County, Arizona",Arizona,2023,340400,230200,70.7
51125,"Nelson County, Virginia",Virginia,2023,277700,295500,88.2
08041,"El Paso County, Colorado",Colorado,2023,435200,417000,47.7
51107,"Loudoun County, Virginia",Virginia,2023,714000,641400,61.5
20159,"Rice County, Kansas",Kansas,2023,129000,68400,42.1
46089,"McPherson County, South Dakota",South Dakota,2023,93800,77000,99
40065,"Jackson County, Oklahoma",Oklahoma,2023,187100,82100,32.8
40015,"Caddo County, Oklahoma",Oklahoma,2023,131800,92100,53.9
37095,"Hyde County, North Carolina",North Carolina,2023,143200,98300,79.4
20191,"Sumner County, Kansas",Kansas,2023,152700,103300,46.5
17067,"Hancock County, Illinois",Illinois,2023,111300,105100,0
48005,"Angelina County, Texas",Texas,2023,185700,106700,28.9
48361,"Orange County, Texas",Texas,2023,201100,124600,47.7
31047,"Dawson County, Nebraska",Nebraska,2023,168100,137400,1.1
19089,"Howard County, Iowa",Iowa,2023,126200,139400,0
26079,"Kalkaska County, Michigan",Michigan,2023,182800,161400,87.5
55043,"Grant County, Wisconsin",Wisconsin,2023,196000,176400,17.3
36067,"Onondaga County, New York",New York,2023,190100,176800,30.8
21073,"Franklin County, Kentucky",Kentucky,2023,210700,178500,31.4
48029,"Bexar County, Texas",Texas,2023,269800,198900,43.2
24019,"Dorchester County, Maryland",Maryland,2023,267100,230100,41.6
36113,"Warren County, New York",New York,2023,254200,238100,59.6
21227,"Warren County, Kentucky",Kentucky,2023,243100,241500,31.7
16003,"Adams County, Idaho",Idaho,2023,368500,277400,83.1
16027,"Canyon County, Idaho",Idaho,2023,357000,329000,56.3
48209,"Hays County, Texas",Texas,2023,373400,366200,58.1
02110,"Juneau City and Borough, Alaska",Alaska,2023,436800,422500,0
16013,"Blaine County, Idaho",Idaho,2023,681100,634100,75.5
06053,"Monterey County, California",California,2023,730800,702700,34.9
06083,"Santa Barbara County, California",California,2023,732000,745400,32.3
40141,"Tillman County, Oklahoma",Oklahoma,2023,108600,59500,39.8
13037,"Calhoun County, Georgia",Georgia,2023,103700,73100,53.7
22111,"Union Parish, Louisiana",Louisiana,2023,204300,79700,42.3
54059,"Mingo County, West Virginia",West Virginia,2023,97800,83900,72.2
21011,"Bath County, Kentucky",Kentucky,2023,128100,90200,92.1
31021,"Burt County, Nebraska",Nebraska,2023,161400,110200,38.6
17075,"Iroquois County, Illinois",Illinois,2023,139100,116600,31.4
02188,"Northwest Arctic Borough, Alaska",Alaska,2023,278100,119200,5.5
22077,"Pointe Coupee Parish, Louisiana",Louisiana,2023,238100,121300,67.8
26007,"Alpena County, Michigan",Michigan,2023,143400,133200,26.5
18067,"Howard County, Indiana",Indiana,2023,159000,138000,40.9
35045,"San Juan County, New Mexico",New Mexico,2023,215900,141400,52.6
29091,"Howell County, Missouri",Missouri,2023,169600,146800,34.3
36065,"Oneida County, New York",New York,2023,184300,153900,22.6
55141,"Wood County, Wisconsin",Wisconsin,2023,174700,156700,36.7
01043,"Cullman County, Alabama",Alabama,2023,199500,160100,89.1
22105,"Tangipahoa Parish, Louisiana",Louisiana,2023,228200,160900,56.7
08073,"Lincoln County, Colorado",Colorado,2023,257600,190500,0
26077,"Kalamazoo County, Michigan",Michigan,2023,238300,208400,29.7
24045,"Wicomico County, Maryland",Maryland,2023,246700,224000,34.1
48201,"Harris County, Texas",Texas,2023,276900,226300,36.2
31159,"Seward County, Nebraska",Nebraska,2023,234000,230400,0
38089,"Stark County, North Dakota",North Dakota,2023,274100,244100,13.7
45091,"York County, South Carolina",South Carolina,2023,349400,247500,50.8
08055,"Huerfano County, Colorado",Colorado,2023,236100,263100,0
30059,"Meagher County, Montana",Montana,2023,217500,286100,0
51047,"Culpeper County, Virginia",Virginia,2023,395800,353000,50
25027,"Worcester County, Massachusetts",Massachusetts,2023,397600,374800,35.2
27139,"Scott County, Minnesota",Minnesota,2023,400100,375000,53.5
42017,"Bucks County, Pennsylvania",Pennsylvania,2023,429500,406100,38
08053,"Hinsdale County, Colorado",Colorado,2023,442600,436400,0
08035,"Douglas County, Colorado",Colorado,2023,672400,680800,46.7
21153,"Magoffin County, Kentucky",Kentucky,2023,155800,72400,0
13061,"Clay County, Georgia",Georgia,2023,165100,79800,70.1
20163,"Rooks County, Kansas",Kansas,2023,104000,83000,100
28041,"Greene County, Mississippi",Mississippi,2023,93800,94400,68.5
17193,"White County, Illinois",Illinois,2023,105000,95200,0
01107,"Pickens County, Alabama",Alabama,2023,139100,104500,57.6
21183,"Ohio County, Kentucky",Kentucky,2023,123300,106100,98.2
20155,"Reno County, Kansas",Kansas,2023,139800,108800,69.2
42005,"Armstrong County, Pennsylvania",Pennsylvania,2023,164100,120100,22.5
27073,"Lac qui Parle County, Minnesota",Minnesota,2023,165800,121300,55.3
36035,"Fulton County, New York",New York,2023,167900,130800,26
26063,"Huron County, Michigan",Michigan,2023,140300,142200,0
37127,"Nash County, North Carolina",North Carolina,2023,199000,142400,43.9
40021,"Cherokee County, Oklahoma",Oklahoma,2023,172900,146500,26.3
40037,"Creek County, Oklahoma",Oklahoma,2023,189500,146900,48.2
29015,"Benton County, Missouri",Missouri,2023,182300,148300,83.7
48363,"Palo Pinto County, Texas",Texas,2023,211700,150300,38
22079,"Rapides Parish, Louisiana",Louisiana,2023,206500,150500,42.3
19087,"Henry County, Iowa",Iowa,2023,144700,156400,24.7
51011,"Appomattox County, Virginia",Virginia,2023,211600,160600,62.1
46039,"Deuel County, South Dakota",South Dakota,2023,190100,165900,0
30105,"Valley County, Montana",Montana,2023,221200,183900,0
55053,"Jackson County, Wisconsin",Wisconsin,2023,184700,189500,77.4
18073,"Jasper County, Indiana",Indiana,2023,215300,190400,41.6
36069,"Ontario County, New York",New York,2023,212500,192000,34.3
27007,"Beltrami County, Minnesota",Minnesota,2023,237400,196000,13.9
22125,"West Feliciana Parish, Louisiana",Louisiana,2023,313200,216600,66.9
12073,"Leon County, Florida",Florida,2023,284800,268600,34
06043,"Mariposa County, California",California,2023,400700,285700,24.9
37021,"Buncombe County, North Carolina",North Carolina,2023,382800,318700,30.4
30007,"Broadwater County, Montana",Montana,2023,404700,324600,0
33001,"Belknap County, New Hampshire",New Hampshire,2023,342100,336100,78.7
51177,"Spotsylvania County, Virginia",Virginia,2023,384300,338400,64.9
39041,"Delaware County, Ohio",Ohio,2023,432500,379500,66.3
50013,"Grand Isle County, Vermont",Vermont,2023,354500,386600,54.5
51075,"Goochland County, Virginia",Virginia,2023,485600,478300,73.5
08037,"Eagle County, Colorado",Colorado,2023,745200,931800,0
05069,"Jefferson County, Arkansas",Arkansas,2023,128800,83200,55
29087,"Holt County, Missouri",Missouri,2023,143200,113800,0
37181,"Vance County, North Carolina",North Carolina,2023,165000,119400,42.8
38095,"Towner County, North Dakota",North Dakota,2023,128400,121300,0
35035,"Otero County, New Mexico",New Mexico,2023,169100,122300,47.7
47039,"Decatur County, Tennessee",Tennessee,2023,147100,123500,35
20111,"Lyon County, Kansas",Kansas,2023,148100,134600,52
47109,"McNairy County, Tennessee",Tennessee,2023,155900,145700,60.1
18119,"Owen County, Indiana",Indiana,2023,170000,147100,100
47099,"Lawrence County, Tennessee",Tennessee,2023,192700,150600,13.4
39127,"Perry County, Ohio",Ohio,2023,194300,152100,38.3
48035,"Bosque County, Texas",Texas,2023,201300,167900,75.9
36123,"Yates County, New York",New York,2023,185500,170900,100
31111,"Lincoln County, Nebraska",Nebraska,2023,185700,177700,12.8
02282,"Yakutat City and Borough, Alaska",Alaska,2023,,183300,0
49031,"Piute County, Utah",Utah,2023,262100,209800,0
13133,"Greene County, Georgia",Georgia,2023,388600,270000,62.5
13241,"Rabun County, Georgia",Georgia,2023,274700,271200,0
12009,"Brevard County, Florida",Florida,2023,321900,282300,62.7
26047,"Emmet County, Michigan",Michigan,2023,269500,288900,76.8
32031,"Washoe County, Nevada",Nevada,2023,508200,476000,24.3
53033,"King County, Washington",Washington,2023,824100,775800,28
05073,"Lafayette County, Arkansas",Arkansas,2023,86300,56500,73.7
20021,"Cherokee County, Kansas",Kansas,2023,112700,85600,25.6
37165,"Scotland County, North Carolina",North Carolina,2023,132800,86000,44.2
28029,"Copiah County, Mississippi",Mississippi,2023,161800,86700,62.6
22119,"Webster Parish, Louisiana",Louisiana,2023,141400,88100,49.9
21169,"Metcalfe County, Kentucky",Kentucky,2023,121800,89700,95.8
21023,"Bracken County, Kentucky",Kentucky,2023,139300,92200,49.4
13173,"Lanier County, Georgia",Georgia,2023,186400,103000,63.2
46107,"Potter County, South Dakota",South Dakota,2023,151600,112000,0
17035,"Cumberland County, Illinois",Illinois,2023,118200,116900,0
19115,"Louisa County, Iowa",Iowa,2023,151000,121100,26.7
47013,"Campbell County, Tennessee",Tennessee,2023,202600,124900,33.7
51083,"Halifax County, Virginia",Virginia,2023,162600,125100,61.7
45037,"Edgefield County, South Carolina",South Carolina,2023,227600,126400,61.1
31145,"Red Willow County, Nebraska",Nebraska,2023,162600,134200,0
